"follower","user"
"1253740214012559365,1425636229698134019,235112218,902085689495261185,1415842221308448768,1155481735225839616,1019644341596360704,4546891097,1273714202016964615,3948752537,1176876521593757698,810166630412066817,983705249448910849,1280142008070307843,1134180053561069568,1203090971224952833,386538440,1285975218150936585,1414901495980511234,412677577,29090443,97457935,1161851244614340608,1150511484256116736,1134156998927241221,350096077,1067801045567442944,45866116,53344170,118745813,859841785,1316161916,3401271725,938616384572948480,1059904581604270080,1001857903517732866,1143517184611799040,1893441936,1153251969005445120,1342304740647038978,1037195648636989442,1097660414882656256,804348718300295168,2538311828,1319343852151398400,2173318130,745855818768203776,1115423953864904705,878289084728328193,3301465281,24724611,772396929732849664,883904390867714048,4926101619,1689323390,915915689562648576,3230406565,942970119759843328,24053629,840746981190447105,821092604821536768,2790691854,2834666749,48371936,917765718682275841,983196527240790016,2586541148,1169624566852927488,35704000,2172073256,916849291745828865,843169024594886658,1141290735154524161,954448004731326464,2252260178,32080992,1039994222034776066,1914230708,104016603,1074967409545633792,33915012,205160864,36369371,705398659119243264,1102384500380700672,2922445794,2780306266,993999891062915072,3155324529,842402969312096257,214209500,870999110396063745,778870218022092800,927722235674136577,3305925269,917723410133868549,2349215222,202444208,759888019541356545,2484107024,805935164509614080,115553184","328935388"
"NA,NA","1106552306"
"1382524571853606912,629858334,378746781,23487026,1400864021654478850,282186384,1308232918129573888,1398188980387024901,446759035,1253073738272309248,1381669804008898560,16437255,23018207,1253086902040907776,825377345997533184,2190741499,1939128674,34422804,2363064144,1233251769368530945,2426356741,3348693154,3290392330,222064211,20748565,1158490519355494400,2348045216,1729897632,226241690,51062594,30247942,2475980591,3227323626,2936248876,101138935,629983,138163578,1110923985158578177,377202173,966674310839578624,1094793030320689152,1957675969,1068848236587180032,2986960221,165567881,1060700124806963200,723202254832984064,1148869670,1046649889181110272,52272779,422110008,2556796554,636982224,199524500,316794969,701247023509471234,1025708275537534977,109033472,280074288,1001883138988105728,999904038362771456,923082945786793985,887236973013979136,862271852248432640,985023522215997440,25577978,72189219,363872532,971886608793288704,253069645,2430804422,2231097305,20811534,54532844,17850785,15484301,2269578620,2872661847,481867656,808051518242979841,66182242,937180169592279040,28863952,905120949862850560,915508111707971584,915014555176194050,232004749,892362760046223360,161558829,253774798,304281345,888501430881058817,184175001,1948144110,4176134758,176771835,61121953,33612317,902242358816686081,902505729243926528,1115807587,749419913714905088,2490661272,31906672,99218071,136756606,891747911368716288,888272602820521985,595774289,3326795775,797857558350491648,561605642,363670848,18978485,237460595,4041232361,76405630,25070173,26762677,50176798,879119094557102080,359586962,842105675291492353,158821261,774391480559472640,836754251447681024,15185248,20168991,15422850,145379124,842579834127695872,737989686862483456,2559038402,869520122,42150225,2474532349,830494101107773440,472614080,2361979572,420550785,22021594,35797450,180283238,781973001441017857,2186168614,480843442,2177695344,124845702,775931847960166400,15905923,764777415491149824,3439923807,706253775623712768,549632416,390236231,756992402531971072,2762254825,742480355131854848,743322637569404931,1927532989,751199842140033024,1392826357,49311606,4052690175,17660146,746374854522376192,130985182,768632,730535657047769088,2948551120,731625241613619200,27386490,49348119,1188407113,2233455700,504037279,10074672,722471343078281217,2163704443,2785641366,720733115493257216,331105880,3037300093,3726375621,3460197795,4885734845,2326165729,460051524,707899189557067780,333226717,23009949,15822272,23360640,3060741025,1560958759,20342431,3773129116,4777506387,4843483337,131522761,1669207310,515173557,3313560717,17106156,2383282536,7902612,2811458222,4561798812,28609576,262004550,2758736337,230830850,394484818,34356087,89961304,24861879,4654540102,543960915,4632369737,124786612,4224034179,11799502,2907177041,2942651049,3551327352,3306062124,104536667,15162062,4346009179,4260642454,16619151,2533623752,55560554,3349109542,63715552,2293099507,3179404709,219133377,3306658204,18262285,3372751879,116305161,2734437883,385665317,1962890792,4007207998,46329710,5175421,16511917,58279404,2803642033,77398354,1487249858,301187124,436056719,526706934,3355174295,130188198,233013763,47481094,1428239862,3077882795,451429617,7530442,3485717957,16380216,27582497,3792300327,1950153114,1045239943,3209073718,20741213,1640584946,874526905,20734503,867094334,1273707727,3096590594,2811676722,221182660,1943208290,3267693204,15594090,475985638,30460365,118528417,581192809,14934675,102748461,14626774,3344549104,594364959,1511869922,3338820281,357202655,280319318,230892627,1561781953,1277783582,528493978,390545865,153649829,3214683941,315267238,14619458,3029519519,2950698945,1877348096,14095269,296512899,225515332,170393291,14140617,10943592,14519349,15772931,485781189,195004869,589250402,3105722205,2721680240,25103045,40788497,13029342,14591071,2819706021,32178314,215167926,51092638,29911084,3064254807,2822989963,59611400,435045529,3065971420,595090884,31022912,1439582101,476180255,1628007283,101902861,2812796033,14273725,1654440150,33064937,2912817584,2960429655,23121787,172150612,1540650133,1108281373,2725368750,2842218869,2863815341,137853701,2840747396,2839790505,22138272,60448489,404915502,336603931,55653167,540003612,11947342,5641102,2413235786,2469574350,568671497,31641178,2321041530,2745108716,26484919,50373912,705342879,26032565,2732425583,804050694,2746238890,2746225576,18066655,540930604,2490691394,2309380422,2674647187,1259704602,1099136652,17979566,113288047,2366860794,37907055,28598806,13368892,1523924857,2591536826,2533908589,1883340302,26932903,15381013,200973694,2564160054,394337397,36957027,234365610,2485040504,944942084,2453605854,2398551432,2303937837,2492904398,140473916,67485681,1400801910,2427949974,20214495,29312658,1657003867,1102670461,2242670731,337869319,1683446407,459542592,2445500305,489092373,41483691,87650586,1184039426,2471584780,1631639443,22426311,1941897590,458521356,1681407500,2431021788,606790219,153861726,283631058,23604768,114411963,53568620,7518342,2330492706,31106448,207612989,225239731,819429781,211602482,2346982530,2330146890,61245311,26721849,1931104519,950230838,18221634,2222575416,43358225,76879962,234722045,253913284,16005091,17161562,19003043,239900741,18751623,1972180783,45763202,1553957527,1906815307,17127386,17092251,1891571982,326279424,21381374,1347470264,346702727,80831086,128497433,418149683,1480814803,40739335,158065720,351649361,524913591,6079542,617155697,1247858779,112991106,714574634,121136517,618341656,379730737,18294521,479489614,769897308,1374959592,360124240,1476820124,76641369,84832050,1104232664,31451262,1135285536,95590606,169750072,748803,71328378,593986363,14501518,272386139,55442646,1134080376,1343897257,624026594,43924302,237098160,13330412,1147182115,1302594319,1363051645,459494788,1295034018,1273846356,1345437548,1345330254,174741544,737842555,1051288957,14706479,14494003,940150670,589864738,159337275,938657858,1036404584,945533598,1244174990,1193888790,118219618,209711777,91820558,309214623,429209404,918295250,850900554,96591694,1027151004,16672252,156603656,103444172,37015120,40285064,48052585,26195585,989733247,970660015,413248044,829623966,62927706,564828430,369176988,572649104,15258479,411178171,800539123,217507566,17859623,1008167701,426823866,333653012,248080561,838513724,386063949,334305565,59307395,389589695,1889301,340373054,938170159,16997941,878416266,22658827,625995511,24736901,123964560,127528126,351693041,46444327,914967997,20207789,602045246,51867607,40720843,24264728,18531394,152373515,33113408,16913955,536738807,117633885,951122598,170535300,94464575,24949344,287369491,312656278,48566556,517564341,477680058,68301106,731847589,253487611,17934387,15932654,604554132,163341453,62475435,388703693,502916683,134110121,194705938,159254688,495429940,16899292,51918018,14767982,72730144,16185590,40828234,582970243,115506509,16529829,1107722120,1018263680,267889995,995019104,978089953,478473148,9239442,469640697,845457031,772487376,552954255,842726341,98466069,2092801,843487824,18888797,42782059,843409333,18070674,392731982,856243182,223467023,18030179,18449341,30986459,7667842,7271272,38553720,933045439,987362569,354473825,244722268,116624544,819553110,71295222,622207377,49182709,904927010,891262068,76431458,147600645,904562976,19658474,372395518,30212068,906601453,17890509,478190493,860420737,740222851,17589080,6600992,16793793,935654388,459490337,213401935,168232283,259505068,47892311,529484960,420235875,86984629,17790102,765079226,35562219,21896103,10003862,17496335,23102101,24605842,24392378,933865524,26210762,964932697,41828593,19021193,6106362,18921108,2660761,945313754,15428597,315002750,298744170,42300159,34708908,19839561,16123749,321985491,15060064,142776577,18775450,19528505,8059062,27041929,22077358,28711229,28051860,14152279,11575102,44731988,32729824,931086674,14171194,30420134,399101355,45376043,19315390,19429536,27652297,47071153,891552421,30040992,25069499,882254706,44906167,880880838,74435314,83051106,702506413,236848774,98327324,17594291,12044222,602084955,14416061,441817886,22505676,303457322,27626175,7376432,17329103,43908513,24259513,324775186,153222801,580444762,128164003,15073078,720147954,8805752,8474742,13764992,8179472,110262381,38411747,18783453,22565597,34558941,719739858,146406540,45976111,35734472,34960810,28697078,15998603,71555791,82972588,785685744,15621568,59431649,29248310,24423243,19522776,222798553,15814434,104593394,335746858,24970179,12407992,786948283,583072279,17000394,351440910,18058127,309379940,23094838,21418660,12174122,34702914,23356645,18038716,737271962,46145150,25650609,16599610,783051438,226733489,546979636,53185579,14840612,117285262,782975016,311948028,54875952,149491684,17639516,87219530,51215404,721017680,54064003,219154253,498100722,26010722,161906248,109245791,18366349,185257622,115297117,68913111,65072062,166053499,111043621,30300454,95695272,55444357,38438864,39996057,16550659,246435886,209360990,94236957,18912833,133046779,215665623,152966912,537299726,594492802,263448684,410126898,396229419,152865807,39566488,354095339,173848034,268415225,289883559,311560422,298338221,508008937,123396053,381199674,128199715,389546263,368673540,33234224,22737510,340434544,25819972,398986441,69282388,21770513,344556277,434245449,119265185,173544637,113131841,491225473,164795862,225083677,464604456,716595234,342148680,613435101,146724152,508539909,470423678,247889772,230825697,601992507,602581444,712101187,150952909,431675608,721623038,734413399,724651368,39914619,566082342,33620111,631565818,16631675,177016356,413496653,134497814,15614840,90570779,563578042,626537837,760466240,481053812,717678559,453961330,493031179,718583844,632435609,299937136,88462736,723232488,758354334,290295826,12818282,718126464,505937980,636859812,609475017,313200568,17972993,15491311,706025233,35541756,718177471,127803133,616271434,722217458,713375826,715099212,478540996,719388511,566318233,169950035,718928899,122307182,347019652,552459604,516522147,170478455,635743986,636311701,719258898,753637981,753654697,539055580,183319914,720848678,62620493,291469008,714215958,415329630,619423977,25601710,719393666,536693891,721210524,17294810,722743376,46278691,24130914,706597248,571862397,464852329,710198684,726655220,712542979,719854711,273467605,634560984,531119233,727321603,717123126,379821158,412293385,83934782,724779846,179662065,720097890,726289711,403113964,213263220,213981725,335383411,170603080,596749014,709210010,410348935,42780747,448024101,404694682,592170595,632097200,723014989,719191746,586920953,717892303,120048242,530854657,56140256,236836829,164158930,401250582,722577990,324830915,265762099,237853269,132639145,352708916,23680014,558828795,44101955,294003404,541544182,561434635,515826179,442593384,561179676,294343855,630452990,330630693,15452157,17076542,35243865,96231051,21103547,15362589,54587677,396024643,16825661,101667663,901291,93848562,15017962,130020885,14940076,15970124,47471441,55492589,321599139,16980026,54558145,100995855,19417729,93051394,56043182,14605930,21716540,198564287,14377557,212094245,366070224,14155875,124644638,28732357,26950158,18089167,518239204,35549792,15066760,34993467,188280300,17213154,13287512,112609355,15568847,31245618,41470289,341023075,20043250,384004579,11295352,87327952,615649212,28706861,705231325,32966596,33164899,25873356,15385856,215896105,99750154,517091055,33463574,519061392,233346542,164455217,299708757,23795800,184500609,38852386,14934465,108916122,41529566,420871287,565907841,21901690,704559242,22004888,23681973,14466701,147829756,7150532,29774187,76081800,461225072,27262071,17134202,26244090,635344522,21892712,22876260,124481175,63734701,175635828,169593263,487077286,6333502,98480950,173783,285184759,15058716,86443611,14902346,19241224,20092481,94688058,8319532,16685037,152011611,96061839,17826505,19686503,45915778,622970179,43332466,71110011,30888130,148709778,17201185,26569135,38303632,260059684,65464813,567854097,134902320,619248714,110005843,426902862,92319165,76623591,123015839,16423202,22501929,88093230,109430207,112392379,12369372,106239382,581139989,113112342,62755409,124732931,127376642,26668603,23035231,494587251,22776496,332792085,482099950,54496837,115480439,46117279,20695799,67273000,10874732,86034861,54619116,22784950,46633552,19361031,293116634,28533247,29541804,96638655,15022158,71024172,38076154,22822657,57212869,66804865,235091360,34405329,71693018,168478522,28547701,202188526,18799164,30525951,65820778,544699090,20401614,32733565,458708905,15843003,31006498,268032216,167410704,7939232,12341132,16374337,15597423,14844139,47338162,85839834,598767170,518704762,18059752,15869792,53072009,19709755,20428311,23993670,28093372,28279380,251583349,280648350,362563653,18780740,16347028,13509752,331482089,11413652,160885966,188682894,589539006,343915233,570548556,15353814,239569689,393302369,544798762,243336120,512868899,180153586,96736804,14605861,565909278,276363907,559349411,280331675,189519878,349672964,332855617,562817697,176433225,26309409,53947455,20548629,96103179,251226161,514993656,39745568,386176746,320152158,362432553,304291353,34429981,52974455,21304098,562834859,540270844,241631268,500101798,16782684,51486347,561197946,62330839,574326598,160253508,49364085,90241149,219493383,160586869,14364994,157894780,20938705,196618589,142441640,44627088,141082955,138078244,264443792,318143742,220899164,26969754,260442270,247744426,58067081,106923070,48226172,53421222,16141476,482293427,546885898,54923152,27087670,546991133,82020013,15640698,139906972,48085452,20164990,70785426,71140084,124234504,47273446,144504713,90629271,38708570,19297013,16406266,17808538,23790646,102727621,24467933,24986594,19312437,474309181,94651530,20352787,40966280,40160554,138297413,36683148,124848437,87534528,23135992,20546557","559089958"
"2204861268,954427870146973698,88353838,1418057819727728640,709125238882246656,100128187,476990326,566835081,53150805,399719110,1286099180792971267,120522847,1472358867522703364,1163305456498032640,2976175571,1413874245290037249,24942867,396414467,1312793836175982595,1343017059286999045,78442135,850223221,108835949,38973586,157853206,735888478165184513,39151681,1229988920,60954884,41288256,234469396,1435991787169067013,1254761031575965696,13592012,199325610,2709269823,72440889,1386489704569245697,150416024,54223024,834120748507811840,1590244524,118484010,1271854656457752578,3120476448,60929775,260797440,243748897,58278492,52521660,1138175618389094401,223310019,1239521127497486339,1177109889212137473,120632350,1406680796056989698,1450466515996794883,31027838,170117178,1586873959,39863493,77199990,2163765931,3312853000,1093235556,1297239981153562626,1666606087,2910277877,634334310,65777320,60019512,1666208414,106784939,111787797,2165515980,2525027191,2541012480,161564033,112863590,990404087135993856,2851197801,1277431863091638272,106267966,58702570,115594666,193153127,519727640,452537200,35547607,3110173985,857075395446931457,1157180041,223328662,15513577,70577801,133425609,2534365149,307086575,119276183,96139886,35668050,1411937593571348485,722334980,77781670,405332382,116530786,119446696,100519431,100401315,4260380849,267690678,107042133,839768415359418370,59298531,166602353,117928065,993047774,895459914654466051,167614403,94384177,351111166,1363196581,1395867258434564099,178956558,175624059,1447729043063939075,2910420648,366949504,110478086,132612674,816048422557982720,911279197,1432366544604917764,627604440,1372242583389409287,228385148,1406616295580258306,1340851975886352385,1424852729168605186,242501980,126308288,1195137596386684928,97021636,119121475,81182384,89620995,4280193382,1400540654669795329,1388249085577240577,232221001,38614388,24737091,1371559781513760774,148884470,1272323759110852609,719132442,1338247025603784709,1613315988,37504007,1726061521,286421924,90015826,152059355,82724054,840585624,1187232261973991424,37927817,336153679,361498725,80601866,1250086724128182273,833043017560883200,1346917833758957574,1346657125192368130,58334657,625176630,1240183782558306305,4109447235,2496942739,836526473439764481,1334053581117386752,2625836051,2297209682,317210506,56498223,843021957520150528,975782772861259777,104547960,2864394677,1323689615367282688,2422808006,1322415851115552769,1189729825260539904,943103429551054848,1187589931541172225,265123223,35866624,1218768594982621187,756451478538158080,715267185648738304,1304946411755180033,1312395493381734401,1202536178609725440,1186841604516171777,194561569,1261282362605867012,1281068403160211457,271755535,1217607672532434945,133810681,1252973444620259328,36070705,14842856,118802919,550422723,1298969002962755584,303251870,1298003916978716672,120524681,868128046561230848,882375374553985024,1963502611,1285701945114734592,746203974731104256,1370261312,144648559,1188962091333574657,49603948,52728604,367967724,66742446,60111336,1181905106431860736,201834404,437728091,1048343140862767106,1210936265824014336,118755223,1269300169528561664,123224111,1384263193,152158713,80732664,66289687,335601080,1084441698175016961,556182713,397722155,1237037021643890688,355334458,1031821247041232896,12029002,100557023,198718029,765514855579283456,31039515,98363181,123889836,998354883467186186,106579669,106334668,41948718,228963715,231885460,65464129,1050935216066519045,161841684,232264122,104918520,1189927482910269440,172175903,100755961,395547706,1185655212163420161,1146578569906311168,1188960854596902913,118510150,238405633,35819778,124311678,1185528500356288514,1079837129788870656,3914107341,1170285247193341953,159999798,1129688005801893890,318189130,201436092,2747220071,50668561,1692578455,31473613,1155248211256324097,959460249848729600,976967397751050240,32084811,100856816,1131283092495323141,330449426,117607912,1139627426651299840,62720085,118080478,53206589,890832230330880004,990647221375983616,1065398959429038081,812738334766354432,2190702331,1934380003,561722401,333027728,1142265909211537413,118399989,1142116583470522368,1136433210529865729,1099815789224517634,101401249,1087867482973577216,1125115179690266627,174476068,66374119,392313998,1347087379,894736543839129600,231873981,188346272,996163701186203650,54208055,1091040150803677184,1091322442541400070,2478996361,31470824,1046802149458481155,333190701,69679470,139438960,3373251867,1037091719387533313,1062777821431558144,367325884,850802732126654464,40966673,350499412,438034470,1973861922,514334310,6821242,392816498,123596020,744341196844081152,3043559361,961760843510755329,924294871590035462,1591216560,911196200799539200,906702249325338626,906094006341431296,123656847,161497305,68554412,172123018,869336786715250688,224389322,89491740,43003587,847447778800263172,160444620,856926621910958080,60928910,60469187,36298958,15927961,159163637,4371741432,796435560873082881,794577262712602628,789869063191363585,1718884706,4040785037,771114448161570821,2638459665,2789505515,759771189820522497,192533480,17981826,752867551508652032,153516323,750333583764643840,100874074,372866360,732012095202594817,727235067974656007,713393038341615616,2882210186,708273390147280896,703224493012078592,702934749019545604,16848688,2493323459,4888449220,69509700,900658729,768776630,92913766,2423185782,66214890,66131185,17814217,280672119,911319403,3891609095,126789021,3297906641,155681940,138296600,263668285,3178717927,3178696614,3064425016,3046294027,3064397873,3064429558,3064424806,3064417708,3046393794,3178730888,3178784665,3178660608,3064321443,3064371275,3046242632,3219699491,3064345143,3064349853,3219612189,3064361705,3064381907,3064333851,3064327257,3064378133,3064437310,167175601,1616188573,14344696,36743453,27121663,56742596,447513418,962923458,70216728,621189654,3338117824,3114903850,348090653,3088840030,78819077,118442674,842261107,811950366,77093149,2709737462,368084452,417521180,18634327,170791339,58499574,503889978,1444518638,240714129,171641503,2186612984,499995378,2334695122,191194050,1377453512,599693345,1333190798,2377387597,118239516,57405198,1493447586,1411479019,379330071,997054098,242374817,32146911,58926153,58410016,602890178,211810926,158144848,154826548,213752919,161797561,118696249,118394918,16013654,103861441,86911100,24952459,19003727,68858113","53300285"
"145047694,750628919322087424,1313669747687514112,1067801045567442944,1304271897757089792,1415743652501065736,1389632448988946436,1017776596978106368,1566667531,291923358,431450130,819276424758624256,1355790996,1201227764109475840,900115728908595202,1172571755858149378,1309835348625764352,1159105654012940289,971575792953159680,163754563,1257370960027455489,1313558995387510785,1338234567375925254,1199351422422310913,38028719,964907349029814272,1258199280885563395,1214975328390668293,52642199,1316958471225593856,3352190417,1564365698,1087267256,45255294,1272942478669352961,1260745141553332224,1086342070091030529,1262930498021662720,1541924750,36900232,1097634331575480320,1178663618138607618,1242898043734802437,1487516160,4577298476,931141190031945738,983484957032140800,28129348,1204702331507499008,1104459246895276032,1202733961400791043,2801925433,979166271035006976,1034155039458295808,3248415804,1161242990867697665,1176083780437569536,1171794652007153664,305250555,919969737194356736,2214865849,994701482514624528,1182238958438076416,4362675074,1137636775789072384,806980157416361985,1543826719,1164671095020163074,105393209,998769163224035328,3135414574,3319250129,1148896708790837254,807773527,95555250,3335477294,974652600833462273,1063602486987169792,1022152142466031618,766384909,3257414863,14870565,1127743248632406016,1126863371066859521,7879202,40159450,1077940802,521474104,24043785,78155078,39003014,1117370238868369408,3085423985,906718687599648768,2871948211,1101298593045057541,719797560865591296,165802358,27687783,1093162619974942725,2591139444,223082225,848123048,840611737,1042243597217804289,740638076377137152,1050873745,439235260,1084824655788232704,3421341125,971083889119817728,42812425,26774731,915662146188529670,1043658888166420480,1039934706853269505,2754436783,1044858754645323776,984810395104821249,104505123,748204629155004416,1102052803638255617,35766460,874536462,2191566313,391039308,724404858586062849","1098614609647423488"
