"follower","user"
"756099738412417025,1313969616037638144,753267774017900544,754068288162803712,1401887498708471811,1411666377492951040,1423230058840444929,1086742410292539393,507689818,2735437660,1279958853795414016,1379639358224003074,1236224864,1709516838,1340304368919339008,1090602858960048129,1184501063337906176,1286727954622488578,1272629030303522830,1100503171548499968,1225125865014558728,2329626936,1001115557821931522,1149289075121283072,2183656522,719689555025272832,836338975287705600,896005963622342656,1083000760080707584,1148690789553385479,822856896424112128,896372389919031296,952975957643669505,995415056266522625,992444976264105985,991334195405492225","1000656354456064000"
"NA,NA","786785367575916544"
"2584946101,463985395,46077733,1240065413678919680,1293155540487540737,18150092,59022040,60114572,1154828637469679616,1351279345097207810,4053880344,4022191932,2802295870,1390490085431205888,1235358943590920192,83589523,1489623024529813505,35746950,14678689,1048968701519822848,1252405159,2867325891,1467277376644128768,4066518376,145047694,1608600319,22082639,1455702059928330250,3349779881,2898875962,1246599997715447809,2842405001,1188524360601964544,1275535699152973827,1276608420112502785,327185567,133530104,1233473586410614784,878381856424681474,386386120,810089796,819276424758624256,1415683942426963981,1230372598594170881,1192135210273583109,1017776596978106368,1403813227071361026,84095512,1382489824259547138,1395540613567819777,1389632448988946436,1070061453422587905,28129348,1273243271838478338,1087098082754478086,1262807479408144385,1444722432,2307822397,1266317446287437826,1110206225981947909,38028719,1245104060,48510408,1099451140712865801,1311070331751337984,1153313119,1543430534,1152188126955261952,3267387493,1299363293291659269,1144338074899402752,1256984665048715265,3408695337,758746660335783938,603988440,1099069242056544259,2704523504,910754528747810817,3316041476,1260745141553332224,1289365612054089729,45255294,91815368,1043804752490815489,1140759217063657472,883059838267211776,2285459574,3321738542,1634107620,779511230,2724698274,74042304,1270071674856226816,1272942478669352961,191690624,1258199280885563395,1188655913932148741,1252421701561987072,1262652575607898112,255818312,1262930498021662720,711633829702684672,919103719404220416,1093162619974942725,103827036,168326743,1597257283,1241926970356703241,1022370925,1253784378229940224,1124014232822067206,40602926,1289200813,1252248342815543305,1252248326830993409,1178663618138607618,1086806932277477376,870026433950822400,830980371508518912,362051296,1247548730187952129,154615360,261057733,912755629281783808,1175032149172469760,1172187310818873344,1180128078254624768,803965619204976640,1242898043734802437,429595066,2359913436,608650015,14323791,1239335990168293378,1074413507649654784,1239720627659030530,4191591784,2567083852,1238880389495734275,432367836,960869576375459840,409401851,62839179,1066718083161759745,30800313,43824663,896861680482885632,3343186954,1183751905115279360,1892644694,2347464002,556631016,880219595348619264,1228312451747323904,784364155,52293408,954071132902223872,1182238958438076416,1162244150726557696,1199351422422310913,968888064658563072,1191021866795843587,831357189243752448,1151192677158916097,2452265672,5639742,1213573192649830400,1317215448,1192211226513805312,243929747,1034913836275585033,224247909,951601198171328514,3248415804,3989913259,175295620,2509308919,1026075734304088064,268899877,521474104,3619776496,1167550650202370048,1164671095020163074,1086342070091030529,264331884,567287491,776612413508648961,1098614609647423488,1042243597217804289,1081102756121858048,1091827790121525250,1053800443590131712,1057322198938083333,2268477703,1400839596,32933613,971842985116819456,701430093512470528,237770428,1439392489,3381573255,397992624,1039934706853269505,907994657812041729,3363353811,49049763,99894635,46840251,18402011,3093682121,942886381034049537,1020540503492833280,996634641481191424,950770759,70137846,270315215,972932463436627968,60694237,983017927283748864,21830378,1022152142466031618,984803087893389312,318695452,1009169842358902784,398880502,2319301782,1632170287,1007752153014915074,859483331615916033,295456117,755833501,707383621,562406418,724404858586062849,971083889119817728,4577298476,748204629155004416,1355790996,391039308,97937334,23399570,848123048,2678648670,979697205664800768,740638076377137152,227740419,71927773,14145108,1250615414","994701482514624528"
"1010255127356162048,722711827650633729,3379037548,1288070588427370497,768082113434357760,890747684352643072,1900543459,1102992700767375362,808016873627516928,1366302769636904961,1263536363070279683,1247945653889593344,1333912199882891264,2187818839,1323416994289508358,370166410,1336736160371122178,725191537223696384,89982278,85121697,1593684302,1550139632,1111961832,1273703474350510080,886530291405402112,3064578617,1005256197321175041,1243004047449305090,1586678270,879161563,960969159302508544,1231650459187732480,1087750770148159490,15496407,82097916,840746981190447105,1065045177880834048,1077807962,1165187314441568256,997011137232175104,896717023006347264,93743265,43063523,492758493,3319889788,2774186330,722556051480907776,244664281,1142445145897390081,16968080,15963752,861861525883158528,42031492,1713417312,1236964022,1063862447344427010,880806611580858368,306959218,524410453,922620321974312960,729751929757306882,841437061,943665452672274432,3361921271,806489802333913088,337204399,726187359788634112,2344387210,308226281,3603587412,426342057,3144687527,3118027193,1860831613,2945940359,3016652140,14066472,108228007,2681806735,2563663045,2559011479,129541448,45521663,206531422,52194329,114401382,555066790","554894054"
"1488949761235369992,91150764,734573588741783552,1379295957116977154,18075807,1370085509804879872,260479987,254264565,858085119957053440,884917710701899780,1264235624883785729,1268559662326132736,826478078067167234,10340482,1149769912102952961,449376304,960590312942002176,1104214289089470464,43458175,1232411472053112832,977112482,886042169621987328,2936313890,1205708207332757504,1159825169843662848,903316311517921280,898762021,752037990411694081,23038578,908027716074700800,1066840241779150848,953522148479590400,968059299992711168,899690193036378112,742747086,2862320146,1134600457538682882,48938064,784696008735199232,977337681586933760,468659437,1301640564,23536592,2913103098,1057100627401236481,42070873,3775468694,564000560,971583732359417856,1023596443448295424,140475739,190906140,2897693669,63342364,4013875103,849496695255781381,1072076496821317633,960347100801191937,48325671,1052876104262934528,1054435884601405441,783764093475889152,975854927795941376,1058378011555348480,976609830,854337123679424513,581265931,2841725819,795920188826750977,3318133927,418472323,517392967,1034582328620855302,1030437181209231360,123292471,4915494611,1016960378050359296,867090987818070017,603660185,23632148,14826809,788468590542336000,1013837339649564672,93404247,18731529,34716038,155202983,3362230505,967121905022009344,1002235264964669440,81305054,1002047120822751232,202313343,71880823,253207647,883520516149182464,228998067,808187894355488768,986119263445569537,22732280,992152809108885506,900139591973257217,2780966382,4763395224,998768049808437248,971100052478464001,154182359,973419112658452480,981388811858075649,3070990078,856952755046449152,36956198,22527577,991252273266331648,935949908045115394,996775606346919937,259444989,172490577,877187386060525569,18253829,175678912,956079102221606912,23709845,885190436,3313801060,983732807540371456,16816193,982331242887561216,3068484222,133288834,2829428812,715797742036062208,527119125,705445899351285760,35203319,2712699764,3391485460,989551503806431237,924956163992637440,3331850139,894950339031556096,1197315655,2324863165,2617524956,994293373,937835293519966208,16149880,982235386205298688,386538440,13877022,373883201,573914981,768828189829324802,155221979,288661791,958373858343403521,969174974048108549,4873124837,2435154960,3236437008,977349044354801664,2872661847,2728273766,14645160,90247395,28130246,266852516,115588761,120753272,18038375,3299258032,908139185772437504,965235103604658177,960213156034379777,2849588205,18140368,1509582692,905866803292798976,962267072553140224,848315004717867008,55623038,438799429,14297098,170892285,1370961769,1931309581,25115551,22239212,2303762224,14724067,61242633,960551942626852864,4048446268,15416816,40317274,20480946,956935223878578177,2922998284,154311445,904074379478237184,914380333293854721,936287385351987200,949563924201918465,284241195,799626256614494208,196415460,954005845792251904,941150211434582016,2864500953,953753144181354496,953420160194502656,813803124913741824,30158134,520594575,41531751,950672431823425536,760971797143486465,951013756225622016,394812303,3208495775,704797811955470336,3787905194,294966279,53106260,950237217045168129,4864829799,337844446,2550074857,20811534,2204452027,4121386185,257581957,2446766928,32671625,37708464,423977954,1530106297,15593815,437635823,16074627,845493006,131325228,903048692520898562,931597904858431488,58561814,933319918111555584,741034877739499521,758795565828345857,33923443,587823070,895727527955644416,2412278749,32789366,903105686279643136,840730022398705664,3048391896,318383192,801486830420066305,921917908598407168,925434795177361409,926831609755471873,905332330964844545,924218771623043072,14174374,2739812046,839275058661101570,1576781066,918582008032432128,1327856588,2789491163,920813006694637568,912746789366829056,65453869,24201405,886388836196024320,3834939257,1630543472,16801580,182085234,2337440210,836081731333730305,1713417312,901114309417119744,400464984,20582624,917056385443094528,3881051357,915566574018244609,17366782,101137008,18539631,796600428867764224,2469894726,1268583482,2815589531,337567952,240550432,529087252","4568401212"
"NA,NA","2411020799"
"2925666624,4888813097,338330582,227742320,1029308823331323905,903124478632239104,1169629760000909312,116657093,66075116,868087651957592064,57198789,3000602207,361641066,1663343268,263173343,993085544803569664,1045410660291629056,1041275485286617088,1056805872981106689,1133500448,1010553545001721856,996691213502832640,576940294,1033027995706040322,975780324,561212304,796008574535155713,160121022,113952141,906932358426746881,286128628,3391634464,2266955311,3044018234,333964316,501328676,736687219512115200,3462557772,3566924652,333792999,2982575861,3256482858,2734702540,3009351536,584728443,3039728106,2785840211","2840475133"
"NA,NA","40447263"
"4247185872,2401178863,1294709875054845952,231011724,1567637972,788427191310700548,780072850019332096,773432347819671552,1351009554,2598019681,4214631855,766274864,350760140,1425530328,1080373464,727492471945498625,2179797870,416834563,2923880250,3614032034,3294789098,3033637988,3257987209,2241498540,1525011192,2596542630,1323329077","1351413036"
"983327962073251840","973938298908393473"
"3301292164","824579590269984768"
"1178870681506705409","974908966382616576"
"317429180,1005132955285671937,153844539,895484477199179777,4859299578,136643096,780513092790870017,18989696,417764061,24660779,754971023267684352,3919728807,2315744814,3198935675,29381999,3063888113,2768404471,2565709226,169526914,282591357,857127319,2445587532,2308738160,193522676,1668402157,43086982,115133336,300862563,1375182780,130932828,223077208,1073681946,1038987600,605708955,256510023,763558081,589435995,295567286,251284976,46270311,118152491,36787245,206477264","16418688"
"954335153723183104,350970806,805559235161583617,1140044289956810752,1242426296199712768,1188667249025925120,1178146392075730944,1057385834,152889033,733828182017605635,3045255583,826152104976859139,760477746262904832","4486825692"
"1429070582042136576,764277346102759424,1451962668416438272,112342908,1137996006,81759386,1185147564187779072,1145830921838444545,2341899519,1080823749631459329,708269574932844544,1049316111366410240,226342641,1062106240665423872,3254023556,1657900904,941396063809933312,2866045901,2511079429,943495408604647424,15203849,986480610175832064,908509475199344640,2495367553,308925854,24234143,911188543917060096,1011627654234230784,2883202407,529046995,910234331955699712,963951589634596865,195824457,28699571,3406568194,40054452,464203386,91539866,967429595656941569,903647411658207232,34882598,32270046,976217743568629762,745848708,980873377215909888,2239790779,3572277868,707788187008000000,117906264,977618734721392640,59462458,4372843763,2733642166,886702613353201665,834547661143416832,4700759505,790390930918428672,542164639,344894137,4835744293,734076352547160066,715622692129480704,3182883335,705058332650786816,3932188156,2538921886,844204307704496128,42713703,1345647810,3331346234,151283214,9215952,885892422,1665766771,808703952388816896,3319232791,888924904401326081,2689958982,3122208261,925100155417907200,762689798,901277547563933696,1592139283,911484833238474753,4516571493,2198777796,3168141072,3642220333,61099372,2456743669,2976609186,900911033794965504,1548316579,3497444789,49828952,632151525,1068474186,327560896,3750394695,819147534094340096,227307582,978667137261821952,2337389724,3642458439,6219562,827627969782747136,2706482731,909610265003593729,954156625962598400,117614037,324582197,957640473342103552,816715893510197248,238206084,2715726420,2969945013,349120519,2964584867,713140212101033986,835237271439831044,1651914158,4858612234,64443935,313966931,2373211935,532195567,11718792,1374799134,42602780,3242758916,3271299954,3413766153,110051399,906588070581075973,768990561323933697,823614631293882369,3633623001,3029340519,43810872,39322567,117186164,963144677846261761,381809197,787658593709363200,880444736233930754,3322713745,281774664,962107561582497793,1287117139,925854146741395456,90863805,1348206098,3012502707,4920911601,766714928057245697,180130665,3075913435,2886648994,3179435191,1651704654,747950508564971520,2472851066,1260871164,1977261344,2686332030,20779448,893096792803430401,952742208024662016,516625895,350987862,2786550627,87269548,133107708,896165039899594752,2416777226,294379663,18056819,372415618,733218289,94795507,949262826715140096,937355378106552320,959891406067240961,789130317818888192,14135790,1372789693,968728385328500737,968725679826194433,811990423023550464,744641847981649920,14828888,817488067967782912,795527958,368934535,289740253,30269847,2599895256,2804339834,3404736189,265169677","1448776392"
"1567495842,3225014046,592067384","951504380896755713"
"NA,NA","69660107"
