"user_id","user"
"1417552497007337475,1437730358548697091,887306011358494720,1607581687,3234072240,2955186165,882060706660589568","886061664570880000"
"NA,NA","1441560636819795977"
"1168227245338628096,45872390,1230372598594170881,60694237,1425579467146137606,168326743,3307938680,748204629155004416,1331274635002966021,1017776596978106368,1309902227318870017,1334294681987940353,1272942478669352961,1180128078254624768,1331705897622573057,107927797","1183751905115279360"
"1407995737246420994,1530882408,224606653,253140710,1314583215684808705","1380922179701907460"
"NA,NA,NA,NA,NA,NA","1438512555526217738"
"NA,NA,NA,NA,NA,NA","1435428519757205507"
"1439246394569547776,22116373,237886887,1490033767699865603,1481694373364518919,1462786980438233088,1465393227226247169,1471696694706413568,1471147935450550276,1488766181855145988,804760665596510208,1439794876384751617,1427691737951051783,1322250901923483651,1488240887599611911,1254213765010034689,967758540365590528,118737653,134880698,25243697,1232190071702421505,2716637612,3286000136,1478208560882491393,236072821,3207800069,1456353481363701764,1482742972970151944,998564221,1275861307011579904,1235808436354510848,250496493,4222022434,1276016962267680769,1473412603766620161,378918170,975353006,561139517,955896293771145218,374291173,2968298944,242108995,480565214,327032304,2246211529,1422180343268925451,1453516385267630080,407081163,227110945,757888682741366785,35307638,1468983246461587460,1216881536781508609,1000649982502952960,1025543096556122113,952190288319180801,115462521,1288122794467667968,1186822015912681472,828246459879407616,781547653620441089,1468394878900273152,1472091463064309761,1468253833256046600,2400098139,757797499117592577,1228594744416251905,2890054705,93939335,33946933,1468302722260926464,1363735680036139009,1400870290763042818,1638710274,4677686682,747856782903611392,1405519859706843137,1449065714854371331,1280816980644311041,1330634052634898434,1363621346,1408421073310437380,1115612262742384642,1277130356882386944,1354089027134246914,1451637899984707584,1457795837363249157,1465385215325396995,23784266,998578113188716544,1349151376400478210,1366822414617767938,971429556,1450771783515316227,1436328721485545475,23761533,372033587,1308091780890537984,79033418,1402592177218277385,14781615,59431345,1449118478196113411,46177434,1221830136741466112,1445929260053630976,1440501541677395980,1406743822470627329,714275520,1328977122354839556,552795540,283284877,2756385830,869783547917336577,1442958784918220801,20151462,246601537,1239529689628258304,1433899258046865408,1348979380010233856,359960084,48122005,22697137,2585792383,1429045371272155144,14252256,274585815,1436881078988464132,14221435,581935236,19343643,19496567","1436090152552706048"
"1098938123906662402,1368628958003085314,1458087693649383430,1426897790291021831,2688447146,810643609439662084,1384545703,1519854830,96223755","1368527743562944513"
"NA,NA","1426246073614471174"
"NA,NA","772410650"
"1249666620781453313,1457752448660131841,1342111282149769216,1263350655785340929,33521530,99658308,1406195172686372866,3080968857,820101892416020480,1334886001639108608,1270501397000265730,14651481,3187203247,1214552050920378368,1229780565135478785,1284111736409399298,431174159,833536670393790464,992044191210356737,1010443885531688960,1090093300739010561,1528073144,1392523638,1153077362,1081234008846069762,146188955,1073266646704369670,1081672176112201729,1965230780,1058602721966784512,175359113,2889771335,2308342794,2776750588,17607249,941732350454624256,834136927490101249,788039390299820032,4224425140,3092737043,731577181663416320,469712968,2790571808,494169613,3311895166,67405904,724358142,2885077498,1674737485,968040150,164770776,2330627383,16002149,64094426,1855860133,1022618803,1589617730,1237681536,1012299216,961862012,404953312,441080876,20708364,40812264,79797113,100536089,98373773,62284930,92791980,84554997,81350974,71021160,47188844,33664781,18208612,17493311,18442791,18207213","18482891"
"1422536273290403843,1417114854326902789,372316293,1254032167354732545,1272036896034578433,1172453957966282753,744072278099406848,928284631794794496,1248829750937702401,1247504946099965952,1246004677763665920","1252781854110834688"
"1307475740259225601,4840970129,912770180043993090,717220153,348523173,3188246873","1257047103886499841"
"NA,NA","224166768"
"NA,NA","1432768942133727233"
"362612305,2752155435,15985519,1176166102197575680,21409818,21287489,112493749,47512177,1307050328508887040,219044127,438669311,1404962363007188993,3027215019,929724772786868224,255694288,52615701,215087901,895679740106821632,68182899,54209918,2825222414,2615527140,1004826500439465984,253567723,1286495026806231040,3319316827,1349416247943946247,3471471197,887849827,1238281841444077569,98549069,460881837,890146844956913664,1132134103308890112,2304954055,740638076377137152,164830392,3309294560,702932894956834816,102518052,36716832,17389954,1258524038844026882,735486338,970897884316127232,756613554770284544,1241400700845858817,119926860,897833291331645440,1246264896150528000,1233043827180670979,19837966,89731666,1109792095013883904,549031923,136983163,15225335,1147290549440958464,1181748296395587584,954199964,986996448561696768,942280946,116523215,1044951557291352064,1145326260341682176,1171493412169646083,4517147615,15999199,382842224,1133834837826179074,86990354,1337991541,59031043,1100068687116161024,30833588,29122945,1666858681,312805517,3097290909,737823812310290433,4034136099,452170862,628666792,234562118,558632504,2523091898,23538477,2811388231,2696462520,867475009039499265,517559211,216403092,4061794335,120217984,911704283736715264,755598894113910784,330086096,631247428,551967821,4846282338,2834513776,253857785,16123237,23800611,399113129,802624149701226501,26548315,782021291863859200,785899506806067200,800754289542955008,774600145384210432,819276424758624256,781559178439462912,325182525,145619038,28743414,772994428730388480,4150858821,489180869,3028906581,438358660,725418490379771905,23171805,42344526,926647327,311792463,590313398,2881068796,1141194306,259582129,72149884,22158206,3031934368,3947192812,64083835,222014400,3369192741,273203285,21028381,4179794356,1648180610,18109793,36168225,472341161,133288834,1592513018,26060210,19977238,3016293633,3525064094,192597756,3139164536,50868477,3176932746,59184176,1939403276,159203775,333569037,32755236,32419213,58720394,14983035,2584389519,302928968,76213944,238427038,2382863354,56191127,2411354893,250641756,220979657,852993313,254106507,198889287,2954699187,2875290867,2886171957,49653830,2875494166,130268841,187508852,270261606,304537067,1410851803,2704407384,14777781,366317080,2436122941,1723906483,271023896,39778420,1904335448,2429041596,2445964040,1327763167,1307429258,1661239837,575424823,1586906352,16065980,43763852,243640262,390839192,760490978,70497246,2436071820,37093408","2436031302"
"1484885055206039553,1266967555656134656,729667042396213249,1445133415850786821,1404508718771752961,174296994,1416667868263944200,1410673223117668356,1229656697876013057,1045317623808839680,1333748047365378049,1268790919530078209,3106394676,1382383718191439873,1366053668835889153,1198598002069389312,3107503100,1044937538165780480,2440387327,2378331104,711597418555506688,444739448,1169275524490743808,1252280551219900416,2875048286,1072249750500458498,552878379,947352877122535425,731536815124025350,1229767219325722626,140779346,1409947808,921422369771610112,3119479686,782657724,1199884256312360960,1195279921943171074,1430241858,3233767980,1203555713546539009,2395807028,1045331325224284160,3251265410,807532659433992192,991676500372942849,796021988288565248,3309690564,1238324068597841920,868758742157979648,1229344571022135296,714519956252073984,2348506218,1944404568,289884567,1205506461121433601,1169282539254468608,1259371805816446977,2195452969,856855955765460992,2926703312,1267866376363847680,864443047,2253444732,868514718788444163","1272129661540028417"
"862154115748511745,959178109110177793","844743130779836416"
"1126717867,1489300068326952969,1062986011,1334586233234735104,1475657025308684292,36830017,1377757394894217223,4441730045,839006402869932032,1464675648077713411,1362721932815163401,1483925779683721219,416856391,867423225831096320,1142574401134747648,1480789417010753536,1450268894166323204,1474905993796628480,217362479,1468931671437492226,899711197372493829,235411934,888416129663873026,136394712,1427934375908282373,14965082,914644946837295105,1223740118558814210,941096186466918400,433415437,6385652,46580044,1263330855478415360,4898794265,888856351828459521,1430928460520718336,1255689354749468672,252492425,748515169446166529,1450528572289044486,1409774816404586498,2887659445,103916911,40283286,1266361564304568320,1409078691972358144,1471673162,1125845126939598848,912171150138122240,1407747688922238977,964072678020837377,99357513,1288504929959784450,361326082,15671675,1311772551144595458,863533043541307392,1135892759137607680,778230745588502529,551967821,4126513754,1422262614982238208,1157336760101285888,3053138382,1191021866795843587,842304624,135831143,771260315417784320,957795301057642497,2187818839,963618321630457858,1292367127,3148332862,1907123719,895848294,1237839075345723392,1333245165667016704,1433811898294808578,1375541575632052227,716280804628783104,432802664,939316695965093888,1330511048198197248,2150994817,884859711643721728,38637930,1086342070091030529,2919951234,1095876245265543168,78928356,438669311,277489028,388236689,980459917,2993630820,1272942478669352961,208273390,1355240084082143232,2842203687,1363234065202184192,2868122075,835623319097454598,2732605170,1272966977443770369,956629518856478725,1554866006,821471891013640192,3426127487,4075586152,1275535699152973827,1175846625820008450,1106469720314822657,819276424758624256,1017776596978106368,60694237,1182028593754361856,908412837617438721,14323846,758853767986937857,1290426710429700097,350673951,885168224349847552,1118816789864046592,1087428053309898752,1489122325,111559834,771725937268359168,617635218,1039965197799174144,313495611,788075955386474497,475853989,1300330431514947588,1120704413159575552,1329514570050908163,112241935,825937286021914624,33287498,860182530586292224,1288198235639562241,99566977,835060025936654336,1266198305744224256,39764957,3920207902,23462367,1295786591210934272,940029101217218568,225219034,16799866,45255294,1278626467564400641,1278423322871595009,1247935256579227649,1346764885,246446284,1011442272,1047195299574403074,1260745141553332224,925907616,880806611580858368,850324700559536128,1237858120862289922,43063523,47365909,110359237,1259496926703161346,1258819388695891968,224194087,1002253243915866112,711633829702684672,1097634331575480320,371893665,702942034399780864,2766306308,1170733976736194560,823274157597224965,1252405159,1244702978055049217,1181748296395587584,28609679,965966817884860416,31170194,1157841473779486721,29356679,1192453617367863297,2273105616,565843376,4116808213,1178759938765656064,126497051,233977268,1039934706853269505,376765931,1219220547457949696,4026259319,105393209,723943,860765898,48013192,740638076377137152,880617144479776769,403332364,1040773061669208065,391039308,2371597951,23032536,555472099,2675665390,3433301104,26534249,285686852,1161063131898089473,1051160634853797888,724973576,66603252,1098614609647423488,2165693604,2576605710,442804794,107174526,521474104,288984491","1242898043734802437"
"781992285869338625,1188779938226163712,3183388993,4084356274,1189163895354777600,1200879919007293440,868921392581853184,889695194718683136,1336337922061074432,916828907935899648,702693480846462976","1334367042200350722"
"NA,NA","880596171206610944"
"1375604880073629696","1427944885391446023"
"1684630770,131593041,1191021866795843587,877938641867345920,1092995285653966848,850464331603075072,169966325,1088953410248994817,953714737765896195,905794232291643392,744502936064004096,898804615,3121762837,3071981142,2961349108,201475415,1143839168,28626957,2364665502,2688613722,324403990,483055186,714505286,416418678,419843775,37836873,828204577,1084687506,2389948914,2510682897,2418843821,2396689082,378763344,2274841003,2365270913,2365242753,47441388,175816830,137064253,2299501709,557455261,592802237,2261015898,2252693282,420744035,478208388,505167103,366954015,259501330,1708285969,442292383,1163971322,1325085932,438545782,1491548329,794578465,386194684,444118903,1403697548,342522205,481417462,234910791,1453200398,721335854,1439262872,1376696479,1325593280,598716681,1129350392,1143997512,56379764,81708590,51460274","166751606"
"NA,NA","1148007774896312321"
"4051831120,3472109839,731526652396634113","304831574"
"NA,NA,NA,NA,NA,NA","1046381693609816064"
"1465888285021163523,816350049261195264,3450097941,410915662,1321798578340352001,178775679,985230818430803968,932865731137548290,730886028521676800,709376474587930624,3293736557","4492707869"
"1484246848172875784,1484240594050371589,1468931671437492226,1390886033642835969,2422678610,1020056680602759168,3091888993,796913705279778816,1152103095922393088,1214975328390668293,1042243597217804289,1420930537057705984,1260745141553332224,482645809,935461218,405570212,1187611836675321856,1073073032007114752,4716418906,1343597612,806550437130342400,1057441319625191424,882905573657907200,407197089,40602926,3293269548,224862098,2903236884,991828146,760558980,1518086785,1038900423539785729,1284400862111182848,414601322,1261334116064256001,1205256092315467776,45611192,1283330686775169025,280157281,1273007138739236870,1566667531,1063242174408486912,798918894,17927372,1252460246695415808,1198878384518025217,1098691108106727424,1129490160989626368,1153301270431772672,1042099271288414209,1191021866795843587,1317215448,720935703,1903756956,1192211226513805312,890267410007195658,740638076377137152,1034155039458295808,2490747264,1131653845715738624,141051101,950147105355632640,938632949049651201,828864498,105393209,20111472,1161242990867697665,2749040080,1144354136462376960,1164086859888091136,746472540449607680,1598211596,18602271,35669932,1047484472655052800,15966427,264384368,305376357,112260325,388011757,953582192353054720,46151552,2707709641,2777514607,148145970,971083889119817728,130858055,1067165253685919745,954071132902223872,4792252051,584080743,324762138,826217670093701120,2652030811,7323712,94228507,2596872152,706693244,27592970,3230498856,2955460970,3180314821,12380192,273292211,2929240518,406721961,107908380,613208296","3248415804"
"NA,NA","1210132189381193728"
"385467202,152207159","1098552669109575680"
"1218931937038852096,774197601683976192,1276389136404905985,980419200731660288,1207708520902037506,956819915075289088,947736624506404864,857707605380272128,907065646575259648,812716183732396032,900040936293449728,898569595547561984,898525688151457793,898443077303410688,897409572385812482,897313734967779329,895490844697821187,870886631523229697,3221945803,885771341638402048,4102630632,879988541115179008,3390569057,4810918396,4649197093,1332623840,868029371126239232,15011123,859753840614273024,864362655665881088,2319480919,858849467377876992,581123612,845605507712729088,803176000443981825,861083241268342784,862175419923091457,182466407,328550299,236409094,157437086,360781272,3105362665,2967173181,2428776326,556701450,148124725,798631950,2321368310,3095366276,747070783","857072470276354052"
"NA,NA","175179669"
"1366501016498298882,1178385093460557824,947651607793209345,725603217904529408,727120012800987136,3158080088,3079956499,3124385737,3261289981,3236169228,2455041361,1415591006,387806203,2430524465,1973361440,2287486770,2316208692,2321260215,9753672,2305707644,2308106586,2284322858,2242963184,2242974463,2283121663,2276615935,2278695896,2263967946,1945396015,2205988236,2229444776,1376602711,2231050782,2289679789,2289665724,2285962452,2280248707,2283176041,2229572700,2285964020,2285785178,2229441644,2206292209,1923646046,2285779550,2283175940,2217369246,1928793614,1899040921,2284527818,2240531797,2241436519,2286805465,2274525931,222675282,2280184926,2280216944,840771530,2229572928,2241444379,1133863981","2212225038"
"1370948127944015880,1417494442387415044,1079933632322723840,2331152833,26559041,2861248948,701994242801999873,3332089159,3225900734","2910460699"
"405073603,568556288,1385785159027499011,17587807,2242450695,73693506,2747993828,1186441838300930048,35163723,1344704898009600001,22869569,1596212593,322244005,199560979,1017217369910009856,2192913660,136480743,391528166,34818277,450383914,128654504,3395670659,235153690,15719212","781589123056500736"
"313495611,1367709005381009410,1291773070680772609,1257370960027455489,4564706233,854948318,391039308,1430128937904996363,762263549703888896,1167550650202370048,1323069838504452097,2307822397,797916941335887873,60694237,1415683942426963981,1156997098673442817,1258199280885563395,979697205664800768,1192135210273583109,3020640950,1317215448,1183751905115279360,1070061453422587905,1230372598594170881,1362879716831723521,2551851018,595910120,738067154747195394,748204629155004416,60721270,2241540671,160787063,1252289869826740227,1245541694310944769,1684064323,1203176819962400769,706552122708520960,1097093643742183424,740638076377137152,95555250,44785929,1215001832247848961,700017439,338682944,893078102208765952,2316361890,1041673067011792896,952149664308097025,1030112240102326273,417227376,1016751774206656512,898925521,745132401286733829,747917292953079808,15416816,4417062453,801682808108355584,4144529523,2813530168","1017776596978106368"
"203160343,801228175799775236,773742111246192640,1116730489505607681,1184298803962109953,1040779021254975488,813437865380057088,783157853410373632,1186581248715583490,714641985882042368,1858986805,1312191488,1285367225885405189,1075834268,3634930874,3321968294,4330083738,1080379386459652096,2332491715,1033969271695597568,793944371288633344,1001315483465871360,995391019750379520,2347249759,4850464154,2152188534,814577412386197505,2291842567,3674265722,902931378236297216,865602637332324354,1369982407,2412956192,4732233026,856662106967392257,887199360550711297,745708414861344768,2347597122,842424933116399618,836985123065077760,831939021882290176,830124301961490432,2838166567,3329955792,3103760551,796417636611465216,2836213471,2945480429,3950946733,1030149930,3320843772,1544266988,3564745333,2964606945,770315853619351552,2847741320,14404110,297380639,2956716409,717454193485697024,315332443,2792595183,2408099287,2235370789,2223594042,1325667294,1610090994,742956569642606592,3116356982,734956914455367680,2882906473,725376041267548160,4635504792,743892804,1901244127,3138232454,605957459,2302148323,3917781493,3304710522,2902338788,4280284752,3223472299,2595326424,2854179513,3229500925,4518812307,1602605934,2863492789,3269692728,2975380836,3039984414,1341139087,2417813910,2508693074,3118348448,3272471905,3242508888,2833254372,1659001022,2909463595,921527714","711674944459907072"
"87939007,757725296376287232,2575350037,762689646602006528,3341844460,24740283,1325112322071916545,984531726214094849,1468957588163227650,1466158127515058182,1413557910785839110,235182044,4105619915,1202922044569948160,256414954,862560297650933760,1101307491713990656,75079703,861964008,1628078580,3116122788,81656998,437014018,46424263,1267973857299910656,1222579481451192325,1438335331,1955761758,115243861,41341212,1354508710027079681,21319062,821217950401175552,1390662486656000005,361495138,104176816,1254779220594585600,1262107363470831616,16223974,1313875980222631936,336173293,1320438140495138822,26209116,1295057447082692609,378169471,1218673427558563840,4010872769,1109560699,14978758,3304899987,1313799864656957446,93578985,17582423,14927801,1295723931249381378,1226699533985280000,1107602474,1239544904478588929,111349290,2561150652,1093162619974942725,1158718834322395137,2889724323,480432325,1260511654594273280,1268942660670193665,80052879,847577616450166784,1099941821688336385,16190423,106303147,1261915330017976321,12046492,1260743494638776321,1259906257600811015,53528810,53726264,1225840022907183104,321093115,4795302561,2791785709,301671747,409445299,175209277,2475278436,262909443,97589049,2602174591,1187185945826643968,1183938062243360768,262671745,1243141461211779074,306764010,724843950922674176,219443874,122097290,562406418,1131010050380718086,48858643,68790916,15389249,20501895,1240978903512109057,3108580029,1049740130565664769,94464331,376778681,2455284198,963676588574429190,3123826927,17588185,1192367130886336512,22036027,17488457,1127099844709847040,529560472,1209448898479230977,65175022,1100009571102478336,1603533428,19564533,85870177,777590667233099777,4337947633,4833798873,1135258759197077505,2171326983,1161286977171394560,4717200377,1149410142280146948,2171481279,1042243597217804289,713542327,784696008735199232,553806984,9247872,830980371508518912,2827143435,872245734644600832,294188402,246493616,1098706516327231489,1100799870338822144,1066873100,82945896,781910280959700992,279723085,1090673957471166464,812142553034264577,1072552776281022469,1344916237,113426732,819591702017142785,999776165631004672,1245166724,13399772,1041005624908279809,1020540503492833280,98737609,1140231224,701814031070310400,223671790,78969222,175145606,3784699633,25181993,740638076377137152,2850846263,42646960,3010390921,386238842,170266722,569418108,717240791924518912,74127814,26534249,16256048,68753100,356420874,903222322542370816,3030517258,106054904,2443493288,404181507,889321711966998528,55130454,708025525353234433,160692644,2342348040,244242612,334091760,879695137437364224,4738572321,792638244408135680,23399570,853598249298612224,81740440,824614756103237632,850537933224386560,403659609,392431174,840273663496769537,43226340,806899358406848512,782205645701390336,23771696,76065518,1621127264,1638909097,590120366,3075894917,21621749,4436949734,2289918030,299421853,781867653208104960,3374859453,43718961,86125016,80315611,2710796718,4708619547,3308913013,16334429,3021570584,21842298,4875188615,438669311","2909808064"
"NA,NA","1296492758761385985"
